,year,iso2,variable,value
96800,2000,SA,new_sp_f3544,79.0
94375,2000,GW,new_sp_f3544,47.0
40161,2000,VN,new_sp_m3544,8209.0
41187,2000,BW,new_sp_m4554,267.0
33567,2000,SL,new_sp_m2534,486.0
17543,2000,AR,new_sp_m014,97.0
96856,2000,SC,new_sp_f3544,0.0
35985,2000,DJ,new_sp_m3544,139.0
39733,2000,TM,new_sp_m3544,144.0
94890,2000,KE,new_sp_f3544,1874.0
99831,2000,FR,new_sp_f4554,46.0
37115,2000,JM,new_sp_m3544,13.0
104223,2000,BA,new_sp_f5564,48.0
38714,2000,PF,new_sp_m3544,4.0
1870,2000,GE,new_sp,601.0
32606,2000,NE,new_sp_m2534,174.0
98682,2000,BJ,new_sp_f4554,76.0
1702,2000,FJ,new_sp,62.0
104560,2000,BR,new_sp_f5564,2384.0
102944,2000,SV,new_sp_f4554,63.0
95677,2000,MN,new_sp_f3544,113.0
36014,2000,DK,new_sp_m3544,24.0
102516,2000,RU,new_sp_f4554,38.0
2530,2000,JO,new_sp,89.0
32579,2000,NC,new_sp_m2534,3.0
2241,2000,HU,new_sp,412.0
103702,2000,WS,new_sp_f4554,0.0
95290,2000,LR,new_sp_f3544,88.0
101202,2000,LY,new_sp_f4554,24.0
37144,2000,JO,new_sp_m3544,13.0
33539,2000,SK,new_sp_m2534,15.0
34474,2000,WS,new_sp_m2534,1.0
35929,2000,CZ,new_sp_m3544,52.0
95706,2000,MO,new_sp_f3544,6.0
31460,2000,KG,new_sp_m2534,227.0
34421,2000,VU,new_sp_m2534,5.0
40590,2000,AO,new_sp_m4554,482.0
102972,2000,SY,new_sp_f4554,46.0
97851,2000,VN,new_sp_f3544,2754.0
99888,2000,GB,new_sp_f4554,31.0
96829,2000,SB,new_sp_f3544,7.0
102086,2000,OM,new_sp_f4554,5.0
17744,2000,BD,new_sp_m014,256.0
94404,2000,GY,new_sp_f3544,7.0
101230,2000,MA,new_sp_f4554,398.0
38743,2000,PG,new_sp_m3544,30.0
31143,2000,IE,new_sp_m2534,7.0
97026,2000,SL,new_sp_f3544,225.0
104451,2000,BJ,new_sp_f5564,45.0
99555,2000,DZ,new_sp_f4554,314.0
99220,2000,CN,new_sp_f4554,9899.0
101668,2000,MW,new_sp_f4554,401.0
40877,2000,BF,new_sp_m4554,133.0
38042,2000,MP,new_sp_m3544,9.0
31806,2000,LK,new_sp_m2534,459.0
101697,2000,MX,new_sp_f4554,832.0
36604,2000,GR,new_sp_m3544,32.0
31317,2000,IT,new_sp_m2534,96.0
103902,2000,AF,new_sp_f5564,99.0
95406,2000,LV,new_sp_f3544,27.0
36826,2000,HT,new_sp_m3544,613.0
99193,2000,CM,new_sp_f4554,139.0
40018,2000,UY,new_sp_m3544,45.0
38238,2000,MX,new_sp_m3544,1162.0
94689,2000,IQ,new_sp_f3544,136.0
39960,2000,UG,new_sp_m3544,2479.0
31749,2000,LB,new_sp_m2534,28.0
94776,2000,IT,new_sp_f3544,33.0
17630,2000,AU,new_sp_m014,3.0
36633,2000,GT,new_sp_m3544,216.0
33744,2000,SY,new_sp_m2534,289.0
97332,2000,TH,new_sp_f3544,780.0
98993,2000,CD,new_sp_f4554,1724.0
95515,2000,MD,new_sp_f3544,45.0
99278,2000,CR,new_sp_f4554,20.0
103878,2000,AE,new_sp_f5564,0.0
97594,2000,TZ,new_sp_f3544,1738.0
33964,2000,TM,new_sp_m2534,185.0
36855,2000,HU,new_sp_m3544,85.0
40906,2000,BG,new_sp_m4554,3.0
94660,2000,IN,new_sp_f3544,11768.0
39933,2000,UA,new_sp_m3544,2385.0
31375,2000,JO,new_sp_m2534,16.0
97303,2000,TG,new_sp_f3544,50.0
102738,2000,SI,new_sp_f4554,4.0
40764,2000,BA,new_sp_m4554,66.0
17916,2000,BJ,new_sp_m014,19.0
101892,2000,NI,new_sp_f4554,76.0
38267,2000,MY,new_sp_m3544,1177.0
99249,2000,CO,new_sp_f4554,381.0
1540,2000,EE,new_sp,255.0
2501,2000,JM,new_sp,90.0
32858,2000,OM,new_sp_m2534,9.0
104365,2000,BG,new_sp_f5564,4.0
36557,2000,GN,new_sp_m3544,570.0
97225,2000,SZ,new_sp_f3544,62.0
97537,2000,TT,new_sp_f3544,9.0
2187,2000,HR,new_sp,0.0
38180,2000,MV,new_sp_m3544,2.0
101726,2000,MY,new_sp_f4554,367.0
1990,2000,GR,new_sp,235.0
36714,2000,GY,new_sp_m3544,14.0
38122,2000,MT,new_sp_m3544,1.0
103929,2000,AG,new_sp_f5564,0.0
39989,2000,US,new_sp_m3544,906.0
32916,2000,PE,new_sp_m2534,2875.0
32945,2000,PF,new_sp_m2534,3.0
33766,2000,SZ,new_sp_m2534,352.0
101834,2000,NE,new_sp_f4554,151.0
33844,2000,TG,new_sp_m2534,168.0
97423,2000,TM,new_sp_f3544,76.0
36743,2000,HK,new_sp_m3544,160.0
36772,2000,HN,new_sp_m3544,246.0
101807,2000,NC,new_sp_f4554,3.0
95433,2000,LY,new_sp_f3544,24.0
97452,2000,TN,new_sp_f3544,43.0
104308,2000,BE,new_sp_f5564,13.0
38151,2000,MU,new_sp_m3544,18.0
40820,2000,BD,new_sp_m4554,4718.0
17997,2000,BO,new_sp_m014,166.0
101863,2000,NG,new_sp_f4554,676.0
94718,2000,IR,new_sp_f3544,322.0
102709,2000,SG,new_sp_f4554,9.0
99164,2000,CL,new_sp_f4554,54.0
95461,2000,MA,new_sp_f3544,672.0
32974,2000,PG,new_sp_m2534,70.0
1644,2000,ET,new_sp,30510.0
102651,2000,SD,new_sp_f4554,771.0
36656,2000,GU,new_sp_m3544,6.0
38209,2000,MW,new_sp_m3544,1113.0
17773,2000,BE,new_sp_m014,3.0
1943,2000,GN,new_sp,3920.0
32887,2000,PA,new_sp_m2534,78.0
99135,2000,CK,new_sp_f4554,0.0
40849,2000,BE,new_sp_m4554,55.0
104336,2000,BF,new_sp_f5564,38.0
33873,2000,TH,new_sp_m2534,2570.0
30887,2000,GU,new_sp_m2534,6.0
97481,2000,TO,new_sp_f3544,1.0
31777,2000,LC,new_sp_m2534,0.0
36685,2000,GW,new_sp_m3544,80.0
31346,2000,JM,new_sp_m2534,13.0
40791,2000,BB,new_sp_m4554,0.0
104589,2000,BS,new_sp_f5564,3.0
2414,2000,IR,new_sp,5361.0
1371,2000,DJ,new_sp,1391.0
33663,2000,SR,new_sp_m2534,6.0
102840,2000,SN,new_sp_f4554,217.0
95590,2000,MK,new_sp_f3544,17.0
97071,2000,SN,new_sp_f3544,376.0
98251,2000,AN,new_sp_f4554,0.0
101446,2000,MN,new_sp_f4554,41.0
37958,2000,MM,new_sp_m3544,2781.0
36343,2000,FM,new_sp_m3544,1.0
32750,2000,NP,new_sp_m2534,1763.0
38491,2000,NO,new_sp_m3544,3.0
2042,2000,GU,new_sp,43.0
99444,2000,DJ,new_sp_f4554,31.0
34135,2000,TZ,new_sp_m2534,4836.0
97650,2000,UG,new_sp_f3544,1510.0
94834,2000,JO,new_sp_f3544,1.0
36372,2000,FR,new_sp_m3544,247.0
94602,2000,IE,new_sp_f3544,13.0
36941,2000,IL,new_sp_m3544,17.0
97093,2000,SO,new_sp_f3544,219.0
33031,2000,PK,new_sp_m2534,387.0
38462,2000,NL,new_sp_m3544,41.0
103978,2000,AL,new_sp_f5564,5.0
36316,2000,FJ,new_sp_m3544,13.0
40992,2000,BJ,new_sp_m4554,213.0
41044,2000,BN,new_sp_m4554,5.0
34191,2000,UG,new_sp_m2534,3497.0
1615,2000,ES,new_sp,3423.0
98877,2000,BW,new_sp_f4554,98.0
31230,2000,IQ,new_sp_m2534,317.0
31860,2000,LS,new_sp_m2534,458.0
36287,2000,FI,new_sp_m3544,22.0
94545,2000,HU,new_sp_f3544,19.0
97679,2000,US,new_sp_f3544,349.0
40706,2000,AU,new_sp_m4554,24.0
102569,2000,SA,new_sp_f4554,51.0
104279,2000,BD,new_sp_f5564,778.0
99527,2000,DO,new_sp_f4554,115.0
32722,2000,NO,new_sp_m2534,9.0
36970,2000,IN,new_sp_m3544,30829.0
2212,2000,HT,new_sp,5887.0
34164,2000,UA,new_sp_m2534,1552.0
40075,2000,VC,new_sp_m3544,4.0
39847,2000,TT,new_sp_m3544,27.0
17601,2000,AT,new_sp_m014,1.0
38519,2000,NP,new_sp_m3544,1713.0
38348,2000,NC,new_sp_m3544,4.0
97122,2000,SR,new_sp_f3544,3.0
1673,2000,FI,new_sp,205.0
102767,2000,SK,new_sp_f4554,5.0
40735,2000,AZ,new_sp_m4554,42.0
36484,2000,GE,new_sp_m3544,113.0
97175,2000,SV,new_sp_f3544,63.0
101610,2000,MU,new_sp_f4554,6.0
40934,2000,BH,new_sp_m4554,5.0
104393,2000,BH,new_sp_f5564,1.0
102625,2000,SC,new_sp_f4554,1.0
38375,2000,NE,new_sp_m3544,441.0
94631,2000,IL,new_sp_f3544,7.0
32829,2000,NZ,new_sp_m2534,5.0
99307,2000,CU,new_sp_f4554,22.0
33716,2000,SV,new_sp_m2534,124.0
38016,2000,MO,new_sp_m3544,25.0
97203,2000,SY,new_sp_f3544,53.0
33993,2000,TN,new_sp_m2534,208.0
36513,2000,GH,new_sp_m3544,1115.0
98964,2000,CA,new_sp_f4554,25.0
94805,2000,JM,new_sp_f3544,7.0
101639,2000,MV,new_sp_f4554,4.0
101921,2000,NL,new_sp_f4554,9.0
31259,2000,IR,new_sp_m2534,467.0
31404,2000,JP,new_sp_m2534,572.0
2019,2000,GT,new_sp,2052.0
101475,2000,MO,new_sp_f4554,6.0
98935,2000,BZ,new_sp_f4554,4.0
2158,2000,HN,new_sp,3404.0
38433,2000,NI,new_sp_m3544,147.0
102598,2000,SB,new_sp_f4554,7.0
102795,2000,SL,new_sp_f4554,92.0
37987,2000,MN,new_sp_m3544,171.0
99388,2000,CZ,new_sp_f4554,10.0
95573,2000,MH,new_sp_f3544,0.0
34022,2000,TO,new_sp_m2534,1.0
34078,2000,TT,new_sp_m2534,18.0
101501,2000,MP,new_sp_f4554,3.0
36429,2000,GB,new_sp_m3544,96.0
36912,2000,IE,new_sp_m3544,7.0
33687,2000,ST,new_sp_m2534,11.0
31831,2000,LR,new_sp_m2534,196.0
39904,2000,TZ,new_sp_m3544,3430.0
40046,2000,UZ,new_sp_m3544,510.0
97623,2000,UA,new_sp_f3544,447.0
38404,2000,NG,new_sp_m3544,1836.0
97146,2000,ST,new_sp_f3544,5.0
95265,2000,LK,new_sp_f3544,176.0
34495,2000,YE,new_sp_m2534,689.0
99077,2000,CH,new_sp_f4554,2.0
17688,2000,BA,new_sp_m014,4.0
39110,2000,SA,new_sp_m3544,213.0
32273,2000,MP,new_sp_m2534,8.0
104136,2000,AT,new_sp_f5564,6.0
34792,2000,AN,new_sp_m3544,2.0
39513,2000,SY,new_sp_m3544,125.0
96433,2000,PG,new_sp_f3544,21.0
94119,2000,GB,new_sp_f3544,60.0
35505,2000,CA,new_sp_m3544,46.0
33423,2000,SD,new_sp_m2534,1511.0
100925,2000,KZ,new_sp_f4554,275.0
41387,2000,CH,new_sp_m4554,7.0
32160,2000,ML,new_sp_m2534,430.0
1815,2000,GB,new_sp,1204.0
98425,2000,AZ,new_sp_f4554,3.0
17715,2000,BB,new_sp_m014,0.0
100574,2000,JM,new_sp_f4554,2.0
41474,2000,CL,new_sp_m4554,150.0
40393,2000,AD,new_sp_m4554,0.0
40264,2000,YE,new_sp_m3544,493.0
100371,2000,IE,new_sp_f4554,6.0
96404,2000,PF,new_sp_f3544,0.0
95957,2000,MY,new_sp_f3544,424.0
95041,2000,KP,new_sp_f3544,2004.0
102370,2000,PT,new_sp_f4554,41.0
102202,2000,PG,new_sp_f4554,15.0
17443,2000,AL,new_sp_m014,2.0
17394,2000,AG,new_sp_m014,0.0
37466,2000,KZ,new_sp_m3544,1379.0
39279,2000,SI,new_sp_m3544,36.0
34821,2000,AO,new_sp_m3544,912.0
37351,2000,KP,new_sp_m3544,2927.0
32056,2000,MD,new_sp_m2534,31.0
100767,2000,KM,new_sp_f4554,1.0
103306,2000,TT,new_sp_f4554,5.0
98209,2000,AL,new_sp_f4554,8.0
33226,2000,QA,new_sp_m2534,19.0
34995,2000,BA,new_sp_m3544,99.0
39082,2000,RW,new_sp_m3544,824.0
35223,2000,BJ,new_sp_m3544,327.0
93977,2000,FI,new_sp_f3544,3.0
17514,2000,AO,new_sp_m014,186.0
39057,2000,RU,new_sp_m3544,596.0
17485,2000,AN,new_sp_m014,0.0
96317,2000,OM,new_sp_f3544,7.0
103221,2000,TN,new_sp_f4554,21.0
96490,2000,PK,new_sp_f3544,274.0
39535,2000,SZ,new_sp_m3544,249.0
35022,2000,BB,new_sp_m3544,2.0
2100,2000,GY,new_sp,119.0
100953,2000,LA,new_sp_f4554,122.0
95899,2000,MW,new_sp_f3544,831.0
98008,2000,ZA,new_sp_f3544,933.0
94174,2000,GE,new_sp_f3544,33.0
32353,2000,MT,new_sp_m2534,0.0
37575,2000,LK,new_sp_m3544,695.0
98454,2000,BA,new_sp_f4554,29.0
102288,2000,PL,new_sp_f4554,170.0
100285,2000,HT,new_sp_f4554,275.0
96209,2000,NP,new_sp_f3544,833.0
40470,2000,AG,new_sp_m4554,0.0
95928,2000,MX,new_sp_f3544,698.0
104704,2000,BZ,new_sp_f5564,1.0
100314,2000,HU,new_sp_f4554,22.0
103620,2000,VN,new_sp_f4554,2594.0
1758,2000,FR,new_sp,1815.0
1587,2000,ER,new_sp,590.0
104020,2000,AN,new_sp_f5564,1.0
35534,2000,CD,new_sp_m3544,4151.0
103505,2000,UZ,new_sp_f4554,213.0
98035,2000,ZM,new_sp_f3544,1305.0
37308,2000,KM,new_sp_m3544,14.0
2443,2000,IS,new_sp,1.0
96094,2000,NG,new_sp_f3544,1110.0
34779,2000,AM,new_sp_m3544,131.0
94998,2000,KM,new_sp_f3544,12.0
31640,2000,KW,new_sp_m2534,44.0
35275,2000,BN,new_sp_m3544,15.0
35761,2000,CN,new_sp_m3544,25206.0
39139,2000,SB,new_sp_m3544,8.0
96346,2000,PA,new_sp_f3544,35.0
35332,2000,BR,new_sp_m3544,11906.0
33370,2000,SB,new_sp_m2534,4.0
100839,2000,KR,new_sp_f4554,220.0
35389,2000,BT,new_sp_m3544,30.0
1315,2000,CZ,new_sp,420.0
32189,2000,MM,new_sp_m2534,2636.0
34937,2000,AU,new_sp_m3544,25.0
39192,2000,SD,new_sp_m3544,1351.0
32218,2000,MN,new_sp_m2534,260.0
98367,2000,AT,new_sp_f4554,11.0
94062,2000,FR,new_sp_f3544,89.0
17858,2000,BH,new_sp_m014,0.0
39250,2000,SG,new_sp_m3544,34.0
35304,2000,BO,new_sp_m3544,518.0
96038,2000,NC,new_sp_f3544,1.0
104049,2000,AO,new_sp_f5564,200.0
100458,2000,IQ,new_sp_f4554,134.0
37409,2000,KW,new_sp_m3544,32.0
37437,2000,KY,new_sp_m3544,1.0
98338,2000,AS,new_sp_f4554,1.0
100487,2000,IR,new_sp_f4554,320.0
30974,2000,HK,new_sp_m2534,102.0
102259,2000,PK,new_sp_f4554,163.0
100810,2000,KP,new_sp_f4554,1524.0
41445,2000,CK,new_sp_m4554,0.0
39221,2000,SE,new_sp_m3544,12.0
98160,2000,AG,new_sp_f4554,0.0
34966,2000,AZ,new_sp_m3544,33.0
31611,2000,KR,new_sp_m2534,1085.0
35361,2000,BS,new_sp_m3544,9.0
94033,2000,FM,new_sp_f3544,1.0
40419,2000,AE,new_sp_m4554,5.0
96065,2000,NE,new_sp_f3544,168.0
98133,2000,AF,new_sp_f4554,205.0
103392,2000,UA,new_sp_f4554,298.0
39456,2000,ST,new_sp_m3544,4.0
95070,2000,KR,new_sp_f3544,393.0
40318,2000,ZA,new_sp_m3544,2135.0
37629,2000,LS,new_sp_m3544,517.0
34850,2000,AR,new_sp_m3544,402.0
39485,2000,SV,new_sp_m3544,114.0
96288,2000,NZ,new_sp_f3544,5.0
17968,2000,BN,new_sp_m014,0.0
100400,2000,IL,new_sp_f4554,3.0
103363,2000,TZ,new_sp_f4554,868.0
40443,2000,AF,new_sp_m4554,129.0
31539,2000,KM,new_sp_m2534,7.0
35476,2000,BZ,new_sp_m3544,2.0
33397,2000,SC,new_sp_m2534,2.0
98396,2000,AU,new_sp_f4554,15.0
37658,2000,LT,new_sp_m3544,145.0
32247,2000,MO,new_sp_m2534,8.0
31003,2000,HN,new_sp_m2534,371.0
103419,2000,UG,new_sp_f4554,671.0
33341,2000,SA,new_sp_m2534,268.0
96375,2000,PE,new_sp_f3544,1156.0
100545,2000,IT,new_sp_f4554,13.0
98109,2000,AE,new_sp_f4554,0.0
33255,2000,RO,new_sp_m2534,1508.0
34908,2000,AT,new_sp_m3544,59.0
94006,2000,FJ,new_sp_f3544,7.0
103534,2000,VC,new_sp_f4554,0.0
95184,2000,LA,new_sp_f3544,131.0
104733,2000,CA,new_sp_f5564,12.0
2298,2000,IE,new_sp,138.0
35418,2000,BW,new_sp_m3544,488.0
37600,2000,LR,new_sp_m3544,127.0
2559,2000,JP,new_sp,11853.0
1569,2000,EG,new_sp,4606.0
39432,2000,SR,new_sp_m3544,3.0
37380,2000,KR,new_sp_m3544,988.0
17472,2000,AM,new_sp_m014,2.0
98309,2000,AR,new_sp_f4554,230.0
100429,2000,IN,new_sp_f4554,7516.0
39166,2000,SC,new_sp_m3544,4.0
100868,2000,KW,new_sp_f4554,5.0
96519,2000,PL,new_sp_f3544,211.0
102426,2000,PY,new_sp_f4554,41.0
102173,2000,PF,new_sp_f4554,1.0
39613,2000,TG,new_sp_m3544,144.0
2129,2000,HK,new_sp,1940.0
35676,2000,CK,new_sp_m3544,0.0
31086,2000,HU,new_sp_m2534,24.0
96152,2000,NL,new_sp_f3544,16.0
32440,2000,MW,new_sp_m2534,1476.0
1454,2000,DO,new_sp,2907.0
98539,2000,BE,new_sp_f4554,4.0
32411,2000,MV,new_sp_m2534,10.0
34674,2000,AF,new_sp_m3544,149.0
98567,2000,BF,new_sp_f4554,45.0
104617,2000,BT,new_sp_f5564,3.0
31668,2000,KY,new_sp_m2534,3.0
100632,2000,JP,new_sp_f4554,292.0
100173,2000,GY,new_sp_f4554,5.0
97954,2000,YE,new_sp_f3544,517.0
95099,2000,KW,new_sp_f3544,12.0
103101,2000,TH,new_sp_f4554,873.0
38967,2000,PY,new_sp_m3544,105.0
31518,2000,KI,new_sp_m2534,3.0
17343,2000,AE,new_sp_m014,2.0
41303,2000,CD,new_sp_m4554,2549.0
103477,2000,UY,new_sp_f4554,13.0
39336,2000,SL,new_sp_m3544,361.0
98238,2000,AM,new_sp_f4554,8.0
35165,2000,BH,new_sp_m3544,2.0
100092,2000,GT,new_sp_f4554,135.0
37743,2000,LY,new_sp_m3544,86.0
103448,2000,US,new_sp_f4554,253.0
100717,2000,KH,new_sp_f4554,1798.0
96601,2000,PT,new_sp_f3544,87.0
93948,2000,ET,new_sp_f3544,2105.0
95236,2000,LC,new_sp_f3544,1.0
104762,2000,CD,new_sp_f5564,855.0
2327,2000,IL,new_sp,17.0
17830,2000,BG,new_sp_m014,0.0
33481,2000,SG,new_sp_m2534,9.0
100659,2000,KE,new_sp_f4554,831.0
100115,2000,GU,new_sp_f4554,5.0
31974,2000,LY,new_sp_m2534,239.0
17317,2000,AD,new_sp_m014,0.0
2071,2000,GW,new_sp,526.0
40548,2000,AM,new_sp_m4554,63.0
38911,2000,PT,new_sp_m3544,349.0
35137,2000,BG,new_sp_m3544,20.0
102454,2000,QA,new_sp_f4554,1.0
95841,2000,MU,new_sp_f3544,8.0
37518,2000,LB,new_sp_m3544,20.0
2269,2000,ID,new_sp,52338.0
37546,2000,LC,new_sp_m3544,1.0
35705,2000,CL,new_sp_m3544,198.0
34650,2000,AE,new_sp_m3544,6.0
41274,2000,CA,new_sp_m4554,41.0
35080,2000,BE,new_sp_m3544,39.0
104165,2000,AU,new_sp_f5564,5.0
40345,2000,ZM,new_sp_m3544,3045.0
37229,2000,KG,new_sp_m3544,205.0
1344,2000,DE,new_sp,0.0
102144,2000,PE,new_sp_f4554,609.0
94948,2000,KH,new_sp_f3544,1649.0
101034,2000,LK,new_sp_f4554,202.0
2356,2000,IN,new_sp,349374.0
100144,2000,GW,new_sp_f4554,24.0
35734,2000,CM,new_sp_m3544,584.0
37771,2000,MA,new_sp_m3544,1705.0
96657,2000,PY,new_sp_f3544,41.0
34624,2000,AD,new_sp_m3544,0.0
41503,2000,CM,new_sp_m4554,284.0
100977,2000,LB,new_sp_f4554,7.0
100231,2000,HN,new_sp_f4554,270.0
39642,2000,TH,new_sp_m3544,2380.0
104007,2000,AM,new_sp_f5564,8.0
39403,2000,SO,new_sp_m3544,408.0
98510,2000,BD,new_sp_f4554,1315.0
35108,2000,BF,new_sp_m3544,252.0
95156,2000,KZ,new_sp_f3544,599.0
96547,2000,PR,new_sp_f3544,3.0
97933,2000,WS,new_sp_f3544,1.0
103192,2000,TM,new_sp_f4554,31.0
37716,2000,LV,new_sp_m3544,124.0
30945,2000,GY,new_sp_m2534,19.0
1729,2000,FM,new_sp,15.0
100603,2000,JO,new_sp_f4554,2.0
98280,2000,AO,new_sp_f4554,417.0
33288,2000,RU,new_sp_m2534,526.0
98481,2000,BB,new_sp_f4554,0.0
104078,2000,AR,new_sp_f5564,179.0
95208,2000,LB,new_sp_f3544,9.0
37200,2000,KE,new_sp_m3544,3548.0
37287,2000,KI,new_sp_m3544,3.0
96685,2000,QA,new_sp_f3544,3.0
32114,2000,MH,new_sp_m2534,4.0
39024,2000,RO,new_sp_m3544,1799.0
32002,2000,MA,new_sp_m2534,2423.0
96123,2000,NI,new_sp_f3544,98.0
94977,2000,KI,new_sp_f3544,3.0
31057,2000,HT,new_sp_m2534,898.0
34750,2000,AL,new_sp_m3544,14.0
35618,2000,CH,new_sp_m3544,10.0
33452,2000,SE,new_sp_m2534,10.0
17367,2000,AF,new_sp_m014,52.0
100746,2000,KI,new_sp_f4554,4.0
32382,2000,MU,new_sp_m2534,9.0
94247,2000,GN,new_sp_f3544,245.0
104646,2000,BW,new_sp_f5564,57.0
35051,2000,BD,new_sp_m3544,5750.0
33198,2000,PY,new_sp_m2534,103.0
101005,2000,LC,new_sp_f4554,0.0
94203,2000,GH,new_sp_f3544,566.0
33313,2000,RW,new_sp_m2534,974.0
1482,2000,DZ,new_sp,8328.0
31582,2000,KP,new_sp_m2534,1508.0
103649,2000,VU,new_sp_f4554,3.0
37258,2000,KH,new_sp_m3544,1618.0
30916,2000,GW,new_sp_m2534,92.0
100202,2000,HK,new_sp_f4554,44.0
37494,2000,LA,new_sp_m3544,166.0
32131,2000,MK,new_sp_m2534,14.0
40243,2000,WS,new_sp_m3544,1.0
102316,2000,PR,new_sp_f4554,7.0
101059,2000,LR,new_sp_f4554,28.0
40519,2000,AL,new_sp_m4554,24.0
38995,2000,QA,new_sp_m3544,9.0
39381,2000,SN,new_sp_m3544,857.0
34701,2000,AG,new_sp_m3544,0.0
95870,2000,MV,new_sp_f3544,5.0
25020,2001,GN,new_sp_m1524,506.0
83978,2001,MD,new_sp_f1524,58.0
84010,2001,MG,new_sp_f1524,1010.0
102317,2001,PR,new_sp_f4554,9.0
25177,2001,GY,new_sp_m1524,15.0
110192,2001,BI,new_sp_f65,15.0
50396,2001,PR,new_sp_m5564,6.0
102626,2001,SC,new_sp_f4554,1.0
50649,2001,SA,new_sp_m5564,62.0
82925,2001,HN,new_sp_f1524,25.0
37601,2001,LR,new_sp_m3544,132.0
98161,2001,AG,new_sp_f4554,0.0
662,2001,BN,new_sp,95.0
52100,2001,AN,new_sp_m65,0.0
97453,2001,TN,new_sp_f3544,47.0
24168,2001,CL,new_sp_m1524,78.0
1541,2001,EE,new_sp,212.0
3929,2001,NR,new_sp,2.0
38017,2001,MO,new_sp_m3544,26.0
84140,2001,MN,new_sp_f1524,253.0
50563,2001,RO,new_sp_m5564,975.0
82867,2001,GY,new_sp_f1524,6.0
98210,2001,AL,new_sp_f4554,7.0
50506,2001,PY,new_sp_m5564,74.0
25119,2001,GU,new_sp_m1524,1.0
82809,2001,GU,new_sp_f1524,2.0
24224,2001,CN,new_sp_m1524,19121.0
110330,2001,BR,new_sp_f65,1018.0
52058,2001,AL,new_sp_m65,30.0
37576,2001,LK,new_sp_m3544,713.0
38043,2001,MP,new_sp_m3544,0.0
110302,2001,BO,new_sp_f65,283.0
5630,2001,WS,new_sp,11.0
1570,2001,EG,new_sp,4514.0
97538,2001,TT,new_sp_f3544,15.0
50534,2001,QA,new_sp_m5564,0.0
84111,2001,MM,new_sp_f1524,1306.0
32975,2001,PG,new_sp_m2534,72.0
51982,2001,AF,new_sp_m65,103.0
25096,2001,GT,new_sp_m1524,171.0
82786,2001,GT,new_sp_f1524,180.0
32946,2001,PF,new_sp_m2534,1.0
97482,2001,TO,new_sp_f3544,1.0
98239,2001,AM,new_sp_f4554,10.0
84036,2001,MH,new_sp_f1524,6.0
111012,2001,DK,new_sp_f65,3.0
3762,2001,NE,new_sp,3476.0
637,2001,BM,new_sp,0.0
111123,2001,EC,new_sp_f65,190.0
82757,2001,GR,new_sp_f1524,7.0
50596,2001,RU,new_sp_m5564,2026.0
97595,2001,TZ,new_sp_f3544,1847.0
84053,2001,MK,new_sp_f1524,17.0
50450,2001,PT,new_sp_m5564,109.0
37547,2001,LC,new_sp_m3544,0.0
82896,2001,HK,new_sp_f1524,88.0
24197,2001,CM,new_sp_m1524,643.0
84195,2001,MP,new_sp_f1524,5.0
102652,2001,SD,new_sp_f4554,467.0
33256,2001,RO,new_sp_m2534,1670.0
52087,2001,AM,new_sp_m65,9.0
3791,2001,NG,new_sp,23410.0
25067,2001,GR,new_sp_m1524,10.0
24253,2001,CO,new_sp_m1524,1037.0
111094,2001,DZ,new_sp_f65,334.0
84169,2001,MO,new_sp_f1524,5.0
110387,2001,BT,new_sp_f65,8.0
51330,2001,TO,new_sp_m5564,2.0
24282,2001,CR,new_sp_m1524,26.0
24750,2001,FI,new_sp_m1524,1.0
51052,2001,SY,new_sp_m5564,64.0
110616,2001,CH,new_sp_f65,7.0
83562,2001,KW,new_sp_f1524,13.0
17716,2001,BB,new_sp_m014,0.0
110788,2001,CO,new_sp_f65,359.0
51472,2001,UA,new_sp_m5564,1050.0
97955,2001,YE,new_sp_f3544,452.0
51074,2001,SZ,new_sp_m5564,70.0
102427,2001,PY,new_sp_f4554,51.0
83268,2001,JM,new_sp_f1524,2.0
3849,2001,NL,new_sp,307.0
24721,2001,ET,new_sp_m1524,5730.0
83533,2001,KR,new_sp_f1524,839.0
37858,2001,MG,new_sp_m3544,1625.0
33089,2001,PR,new_sp_m2534,4.0
83619,2001,KZ,new_sp_f1524,1040.0
97984,2001,YU,new_sp_f3544,23.0
51499,2001,UG,new_sp_m5564,638.0
110846,2001,CU,new_sp_f65,39.0
50995,2001,ST,new_sp_m5564,5.0
83181,2001,IR,new_sp_f1524,621.0
24448,2001,DJ,new_sp_m1524,267.0
83647,2001,LA,new_sp_f1524,51.0
51528,2001,US,new_sp_m5564,524.0
97737,2001,UZ,new_sp_f3544,338.0
110759,2001,CN,new_sp_f65,6491.0
33199,2001,PY,new_sp_m2534,106.0
110817,2001,CR,new_sp_f65,15.0
51024,2001,SV,new_sp_m5564,62.0
37884,2001,MH,new_sp_m3544,2.0
110587,2001,CG,new_sp_f65,107.0
37717,2001,LV,new_sp_m3544,138.0
24477,2001,DK,new_sp_m1524,10.0
83239,2001,IT,new_sp_f1524,37.0
18895,2001,ER,new_sp_m014,5.0
110645,2001,CI,new_sp_f65,112.0
51443,2001,TZ,new_sp_m5564,1136.0
83504,2001,KP,new_sp_f1524,690.0
51386,2001,TT,new_sp_m5564,17.0
37826,2001,MD,new_sp_m3544,230.0
51272,2001,TM,new_sp_m5564,46.0
